Year-Month,Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Clim_ID,H1,Environment and Climate Change Canada
2016-02,KENORA A,49.788,-94.363,ON,-12.1,0,NA,3,0,-30.9,0,34.8,0,NA,27.6,0,NA,33,8,,,NA,873.2,0,6034076,,
2016-02,KENORA RCS,49.791,-94.378,ON,-11.9,0,NA,2.8,0,-30.6,0,,,NA,42.7,0,NA,44,17,,,NA,868.5,0,6034073,,
2016-02,KILLARNEY (AUT),45.967,-81.483,ON,-7.1,0,NA,4.5,0,-29.5,0,,,NA,,,NA,,,,,NA,726.8,0,605DJ25,,
2016-02,KINCARDINE,44.173,-81.623,ON,-2.8,9,NA,11,9,-22.5,9,56,9,NA,69.1,9,NA,0,12,,,NA,415.9,0,6124127,,
2016-02,KINGSTON CLIMATE,44.223,-76.599,ON,-5.5,0,NA,9.6,0,-30.8,0,,,NA,115.2,0,NA,2,8,,,NA,680.7,0,6104142,,
2016-02,KINGSVILLE MOE,42.043,-82.674,ON,0.1,6,2.6,17,6,-16,6,14,6,NA,32.3,6,NA,0,7,,,NA,412.1,0,6134190,,
2016-02,KIRKLAND LAKE CS,48.15,-80,ON,-15.5,0,NA,1.4,0,-39.9,0,,,NA,38.9,0,NA,50,11,,,NA,970.9,0,6074211,,
2016-02,KITCHENER/WATERLOO,43.461,-80.379,ON,-3.6,0,NA,14.5,0,-26.3,0,,,NA,35.7,0,NA,,9,,,NA,627.4,0,6144239,,
2016-02,LAGOON CITY,44.547,-79.217,ON,-5.6,0,NA,8.9,0,-32,0,,,NA,,,NA,,,,,NA,684.8,0,6114295,,
2016-02,LAKE SUPERIOR PROVINCIAL PARK,47.723,-84.814,ON,-11.6,1,NA,2.2,1,-35.5,0,,,NA,84.1,1,NA,87,12,,,NA,829.8,0,6054425,,
2016-02,LANSDOWNE HOUSE (AUT),52.196,-87.936,ON,-19.3,0,NA,0.5,0,-35.1,0,,,NA,8.4,0,NA,29,3,,,NA,1081.3,0,6014353,,
2016-02,LITTLE FLATLAND ISLAND (AUT),49.69,-88.306,ON,-13.9,1,NA,1.5,1,-28.9,1,,,NA,12,1,NA,34,5,,,NA,892.2,0,6049470,,
2016-02,LONDON A,43.033,-81.151,ON,-2.8,0,NA,14.7,0,-24.3,0,,,NA,,,NA,,,,,NA,604,0,6144473,,
2016-02,LONDON CS,43.033,-81.15,ON,-2.7,0,NA,14.7,0,-23.9,0,,,NA,76.8,0,NA,0,11,,,NA,599.1,0,6144478,,
2016-02,LONDON INT'L AIRPORT,43.033,-81.151,ON,,,,,,,,58.5,0,153,86.9,0,133,0,13,,,NA,,,6144475,,
2016-02,LONG POINT (AUT),42.567,-80.05,ON,-1.1,2,NA,11.3,1,-18.1,2,,,NA,,,NA,,,,,NA,515.8,0,6134F10,,
2016-02,LYNDHURST SHAWMERE,44.517,-76.083,ON,-6.1,1,1.1,11,1,-33,1,53.6,1,NA,130.8,1,NA,11,14,,,NA,675.2,0,6104725,,
2016-02,MARKDALE,44.269,-80.712,ON,-4.4,5,NA,10,5,-27.5,5,52.4,5,NA,94.4,5,NA,8,14,,,NA,537.4,0,6114979,,
2016-02,MASSEY,46.193,-82.025,ON,-9.1,2,0.5,5,2,-38.5,2,57.6,2,NA,68.2,2,NA,52,15,,,NA,731.6,0,6065006,,
2016-02,MIDLAND WATER POLLUTION CONTROL PLANT,44.758,-79.875,ON,-4.2,14,2.2,11,14,-23,14,18,14,NA,44.2,14,NA,0,8,,,NA,332.8,0,6115127,,
2016-02,MINE CENTRE SOUTHWEST,48.76,-92.623,ON,-11.8,0,NA,7.5,0,-35,0,27.8,0,NA,37.2,0,NA,42,10,,,NA,863.9,0,6025205,,
2016-02,MONETVILLE 2,46.215,-80.303,ON,-10.1,0,NA,3.5,0,-39.5,0,102.9,0,NA,119.4,0,NA,72,14,,,NA,813.9,0,6065252,,
2016-02,MONO CENTRE,44.032,-80.024,ON,-3.6,14,NA,12.3,14,-18.6,13,,,NA,25.7,14,NA,0,7,,,NA,323.9,0,6157000,,
2016-02,MOOSE CREEK WELLS,45.251,-74.963,ON,-7.9,0,NA,9.3,0,-29.2,0,,,NA,,,NA,11,,,,NA,751.4,0,6105397,,
2016-02,MOOSONEE,51.291,-80.608,ON,-16.5,11,NA,-0.1,11,-35.2,11,,,NA,0,26,NA,,0,,,NA,621,0,6075420,,
2016-02,MOOSONEE RCS,51.292,-80.618,ON,-18.4,0,NA,-0.2,0,-37.1,0,,,NA,47.8,0,NA,53,18,,,NA,1055.9,0,6075435,,
2016-02,MOOSONEE UA,51.267,-80.65,ON,-17.8,0,-0.3,0,0,-37,0,45.6,0,144,30.8,0,108,48,12,,,NA,1037.7,0,6075425,,
2016-02,MOUNT FOREST (AUT),43.983,-80.75,ON,-4.5,1,NA,11.5,1,-26.2,0,,,NA,78.3,5,NA,,15,,,NA,629.7,0,6145504,,
2016-02,MOUNTAINVIEW,44.052,-77.302,ON,-3.9,0,1.4,11,0,-30.5,0,55.8,0,186,127.2,0,226,0,14,,,NA,635.1,0,615EMR7,,
2016-02,MUSKOKA,44.975,-79.303,ON,-7.8,1,NA,8,1,-39.1,1,,,NA,72.3,1,NA,,12,,,NA,721,0,6115529,,
2016-02,MUSKRAT DAM,53.441,-91.763,ON,-19.9,5,NA,0.6,5,-37.8,5,,,NA,3.9,6,NA,,1,,,NA,909.1,0,6015026,,
2016-02,NAGAGAMI (AUT),49.747,-84.164,ON,-16.2,0,NA,2.1,0,-37.4,0,,,NA,38.2,0,NA,72,12,,,NA,991,0,6075543,,
2016-02,NEW GLASGOW,42.514,-81.636,ON,-1.3,0,1.9,15,0,-20,0,13,0,79,68,0,128,0,10,,,NA,559.6,0,6135583,,
2016-02,NIPISSING,46.1,-79.521,ON,,,NA,,,,,33,18,NA,50,10,NA,,5,,,NA,,,6115669,,
2016-02,NORTH BAY A,46.364,-79.424,ON,-11.5,0,NA,4.3,0,-37.7,0,,,NA,43.2,0,NA,,11,,,NA,856.7,0,6085680,,
2016-02,OAKVILLE TWN,43.513,-79.69,ON,-1.6,0,NA,16.2,0,-25,0,20,0,NA,99,0,NA,0,9,,,NA,567.6,0,6155750,,
2016-02,OMPAH-SEITZ,45.054,-76.784,ON,-7.8,0,NA,7,0,-33,0,63.5,0,NA,84.1,0,NA,35,14,,,NA,747.9,0,6105762,,
2016-02,ORILLIA BRAIN,44.603,-79.439,ON,-5.6,0,NA,10.5,0,-30,0,37.4,0,NA,65.6,0,NA,0,13,,,NA,684.3,0,6115811,,
2016-02,OSHAWA,43.923,-78.883,ON,-3.5,0,NA,12.1,0,-27.1,0,,,NA,36.7,0,NA,,6,,,NA,623.2,0,6155875,,
2016-02,OSHAWA WPCP,43.867,-78.833,ON,-1.7,4,1.9,12,4,-27,4,12.5,4,NA,45.1,4,NA,,5,,,NA,493.1,0,6155878,,
2016-02,OTTAWA CDA,45.383,-75.717,ON,-7.8,0,0.1,7.1,0,-29.2,0,61.1,0,176,98.4,0,198,26,11,,,NA,747.2,0,6105976,,
2016-02,OTTAWA CDA RCS,45.383,-75.717,ON,-7.9,0,NA,7.4,0,-28.9,0,,,NA,93.8,0,NA,41,10,,,NA,752.4,0,6105978,,
2016-02,OTTAWA INTL A,45.317,-75.667,ON,-8.1,0,NA,7.9,0,-29.6,0,91.4,0,NA,92.2,0,NA,39,12,,,NA,756.3,0,6106001,,
2016-02,PARRY SOUND CCG,45.344,-80.044,ON,-7.1,0,NA,7.1,0,-33.2,0,,,NA,106.9,0,NA,20,17,,,NA,728.6,0,6116257,,
2016-02,PEAWANUCK (AUT),54.983,-85.433,ON,-24.2,0,NA,-1.7,0,-41.5,0,,,NA,9,0,NA,28,4,,,NA,1224.3,0,6016295,,
2016-02,PEMBROKE CLIMATE,45.86,-77.252,ON,-10.6,0,NA,6.3,0,-35.5,0,,,NA,77.5,0,NA,49,11,,,NA,829.6,0,6106367,,
2016-02,PETAWAWA AWOS 2,45.95,-77.317,ON,-11.2,5,NA,5.5,2,-37.1,3,,,NA,69,3,NA,,14,,,NA,701,0,6106396,,
2016-02,PETAWAWA HOFFMAN,45.883,-77.25,ON,-9.2,0,NA,5,0,-34,0,55.2,0,NA,98.5,0,NA,62,17,,,NA,790.2,0,610FC98,,
2016-02,PETERBOROUGH,44.23,-78.363,ON,-5.8,3,NA,10.4,3,-29.5,3,,,NA,39.6,3,NA,,4,,,NA,618.2,0,6166415,,
2016-02,PETERBOROUGH TRENT U,44.35,-78.3,ON,-7.5,8,NA,11.4,5,-29.9,6,,,NA,63.2,8,NA,,7,,,NA,535.2,0,6166456,,
2016-02,PICKLE LAKE (AUT),51.449,-90.218,ON,-16.1,0,NA,0.8,0,-32.2,0,,,NA,13.3,0,NA,37,6,,,NA,988,0,6016525,,
2016-02,PICKLE LAKE A,51.446,-90.214,ON,-15.8,0,NA,0.3,0,-32.4,0,,,NA,,,NA,41,,,,NA,981.6,0,6016529,,
2016-02,POINT PELEE CS,41.949,-82.519,ON,-1.5,0,NA,11.4,0,-19.8,0,,,NA,,,NA,,,,,NA,565.2,0,613P001,,
2016-02,POINT PETRE (AUT),43.833,-77.15,ON,-3.6,0,NA,7.5,0,-27.9,0,,,NA,152.2,0,NA,8,15,,,NA,625.9,0,6156559,,
2016-02,PORT COLBORNE,42.883,-79.25,ON,-0.6,15,2.3,12,15,-16,15,21.6,15,NA,21.6,15,NA,,3,,,NA,260,0,6136606,,
2016-02,PORT COLBORNE (AUT),42.867,-79.25,ON,-2,4,NA,11.6,4,-20.4,3,,,NA,,,NA,,,,,NA,499.5,0,613F606,,
2016-02,PORT WELLER (AUT),43.25,-79.217,ON,-0.5,0,NA,15.4,0,-18.2,0,,,NA,56.3,0,NA,,10,,,NA,537.4,0,6136699,,
2016-02,PUKASKWA (AUT),48.608,-86.287,ON,-11.9,1,NA,4,1,-37.7,0,,,NA,55.9,1,NA,44,13,,,NA,836,0,6046768,,
2016-02,RAINHAM CENTURY FARM,42.85,-79.767,ON,-2.1,1,NA,12,0,-23.5,1,9.5,0,NA,67.7,0,NA,0,7,,,NA,563.5,0,6137135,,
2016-02,RAVENSCLIFFE,45.354,-79.27,ON,-7.4,2,NA,15.5,2,-39,2,50,2,NA,78,2,NA,55,15,,,NA,686.1,0,6116901,,
2016-02,RAWSON LAKE (AUT),49.664,-93.733,ON,-12.1,0,NA,2.5,0,-32.1,0,,,NA,26.1,0,NA,41,7,,,NA,873.5,0,6036907,,
2016-02,RED LAKE A,51.067,-93.793,ON,-14.4,0,NA,2.6,0,-36.2,0,,,NA,,,NA,38,,,,NA,939.2,0,6016970,,
2016-02,RIDGETOWN RCS,42.45,-81.883,ON,-1.9,0,NA,15.5,0,-20.8,0,,,NA,64.4,0,NA,,7,,,NA,577.9,0,6137154,,
2016-02,ROSEVILLE,43.354,-80.474,ON,-3.4,2,1.9,12,2,-27.5,2,21,2,NA,48.1,2,NA,0,10,,,NA,578,0,6147188,,
2016-02,ROYAL ISLAND (AUT),49.469,-94.763,ON,-12.2,1,NA,5.3,1,-33.6,1,,,NA,,,NA,,,,,NA,844.4,0,6037201,,
2016-02,SANDFIELD,45.69,-81.982,ON,-7,0,NA,5,0,-34,0,79,0,NA,103.5,0,NA,46,17,,,NA,724.4,0,6097426,,
2016-02,SANDY LAKE A,53.064,-93.344,ON,-17.3,3,NA,1.8,3,-36.8,3,,,NA,16.4,3,NA,,2,,,NA,919,0,6017401,,
2016-02,SARNIA,42.999,-82.309,ON,-1.7,1,NA,15,1,-18.9,1,,,NA,55,1,NA,,6,,,NA,551.8,0,6127510,,
2016-02,SARNIA CLIMATE,43,-82.3,ON,-2.1,0,NA,15.1,0,-18.9,0,,,NA,57.4,0,NA,0,6,,,NA,582.3,0,6127519,,
2016-02,SAULT STE MARIE A,46.485,-84.51,ON,-7.2,0,NA,4.8,0,-27.1,0,54.2,3,NA,39.5,4,NA,22,8,,,NA,731.2,0,6057591,,
2016-02,SHANTY BAY,44.399,-79.633,ON,-5,3,1.4,12.5,3,-32,3,37,3,NA,50.1,3,NA,0,14,,,NA,598.8,0,6117684,,
2016-02,SIOUX LOOKOUT A,50.114,-91.908,ON,-14.7,0,NA,1.2,0,-36.1,0,25.1,0,NA,16.7,1,NA,35,5,,,NA,949.7,0,6037776,,
2016-02,SONYA SUNDANCE MEADOWS,44.217,-78.95,ON,,,NA,,,,,33.4,0,NA,56.6,0,NA,0,12,,,NA,,,6168100,,
2016-02,SPRUCEDALE,45.425,-79.488,ON,,,NA,,,,,78,0,NA,208.4,0,NA,57,18,,,NA,,,6117981,,
2016-02,ST CATHARINES BROCK U,43.118,-79.248,ON,,,NA,,,,,35.7,0,NA,88.8,0,NA,0,9,,,NA,,,6137290,,
2016-02,ST THOMAS WPCP,42.768,-81.205,ON,-3,8,0.6,15,4,-20.5,4,28.5,4,NA,53.3,4,NA,0,9,,,NA,440.4,0,6137362,,
2016-02,ST. ALBERT,45.287,-75.064,ON,-6.7,3,2.5,7,3,-28,3,58,3,NA,120,3,NA,0,16,,,NA,641,0,6107276,,
2016-02,STIRLING,44.293,-77.555,ON,,,NA,,,,,0,22,NA,36.3,22,NA,,2,,,NA,,,6158052,,
2016-02,STRATFORD WWTP,43.369,-81.005,ON,-3.3,11,1.7,14,11,-21,11,21.5,11,NA,57,11,NA,0,9,,,NA,382.5,0,6148105,,
2016-02,STRATHROY-MULLIFARRY,42.981,-81.643,ON,-2.4,0,NA,15,0,-24,0,41,0,NA,84.2,0,NA,0,11,,,NA,592.9,0,6148122,,
2016-02,SUDBURY A,46.626,-80.798,ON,-11.5,0,NA,2.4,0,-36.4,0,116.7,0,NA,84.6,0,NA,65,16,,,NA,856.9,0,6068153,,
2016-02,SUDBURY CLIMATE,46.632,-80.796,ON,-11.8,0,NA,2.4,0,-35.5,0,,,NA,69.8,0,NA,61,20,,,NA,865.3,0,6068145,,
2016-02,TAPLEY,44.171,-78.501,ON,,,NA,,,,,24.2,0,NA,76.9,0,NA,0,9,,,NA,,,6168525,,
2016-02,THORNBURY 3,44.551,-80.468,ON,,,NA,,,,,98,0,NA,140.5,0,NA,8,19,,,NA,,,6118240,,
2016-02,THUNDER BAY,48.372,-89.322,ON,-11.2,0,NA,6.9,0,-30.9,0,,,NA,18.8,0,NA,,4,,,NA,848,0,6048260,,
2016-02,THUNDER BAY A FIREHALL,48.367,-89.317,ON,,,NA,,,,,47.2,0,NA,48.2,0,NA,27,10,,,NA,,,604S003,,
2016-02,THUNDER BAY BURWOOD,48.414,-89.278,ON,-8.6,6,NA,8,6,-30,6,31.1,6,NA,40.9,6,NA,,8,,,NA,610.7,0,6048266,,
2016-02,THUNDER BAY CS,48.369,-89.327,ON,-11,1,NA,6.4,1,-30.3,0,,,NA,41.1,1,NA,28,11,,,NA,811.7,0,6048268,,
2016-02,TILLSONBURG NORTH,42.861,-80.741,ON,-1.5,0,NA,15,0,-22.5,0,20,0,NA,71.2,0,NA,0,12,,,NA,566,0,6138269,,
2016-02,TILLSONBURG WWTP,42.855,-80.722,ON,,,NA,,,,,20,1,NA,59.4,1,NA,0,11,,,NA,,,6138270,,
2016-02,TIMMINS A,48.571,-81.377,ON,-15.6,0,NA,1.8,0,-38.5,0,0,24,NA,,,NA,,,,,NA,974.8,0,6078286,,
2016-02,TIMMINS CLIMATE,48.557,-81.39,ON,-15.6,0,NA,1.7,0,-40.2,0,,,NA,40.1,0,NA,45,10,,,NA,975.5,0,6078282,,
2016-02,TOBERMORY RCS,45.233,-81.633,ON,-5.2,1,NA,6.2,1,-25.6,0,,,NA,92.4,1,NA,15,12,,,NA,650.5,0,6128330,,
2016-02,TORONTO,43.667,-79.4,ON,,,,,,,,14.9,0,55,57,0,103,0,9,,,NA,,,6158350,,
2016-02,TORONTO BUTTONVILLE A,43.861,-79.369,ON,-3.2,0,NA,15.7,0,-26.7,0,21.4,0,NA,47.2,1,NA,0,9,,,NA,614.5,0,6158410,,
2016-02,TORONTO CITY,43.667,-79.4,ON,-1.2,0,NA,15.6,0,-24.7,0,,,NA,7.5,21,NA,,2,,,NA,557.8,0,6158355,,
2016-02,TORONTO CITY CENTRE,43.628,-79.396,ON,-1.4,0,NA,12.6,0,-24.3,0,,,NA,44.7,0,NA,,4,,,NA,562.2,0,6158359,,
2016-02,TORONTO INTL A,43.677,-79.631,ON,-2.3,0,NA,16,0,-26.3,0,17.8,0,NA,45.6,2,NA,0,8,,,NA,588.4,0,6158731,,
2016-02,TORONTO NORTH YORK,43.78,-79.468,ON,-2.2,0,NA,16,0,-26.5,0,17,0,NA,45.8,0,NA,0,8,,,NA,584.7,0,615S001,,
2016-02,TRENTON A,44.117,-77.533,ON,-4.3,0,1.3,11.3,0,-26.8,0,36.4,0,105,95.9,0,170,0,11,,,NA,648,0,6158875,,
2016-02,UDORA,44.263,-79.161,ON,-4.2,0,2.4,14.5,0,-30.5,0,23,0,83,27.8,0,61,0,9,,,NA,644.9,0,6119055,,
2016-02,UPSALA (AUT),49.033,-90.467,ON,-13.5,0,NA,2.7,0,-32.1,0,,,NA,29.3,0,NA,57,11,,,NA,912.5,0,6049095,,
2016-02,UXBRIDGE WEST,44.098,-79.164,ON,-5.3,4,NA,14.1,3,-30,2,,,NA,36.7,4,NA,,7,,,NA,583.1,0,6159123,,
2016-02,VINELAND STATION RCS,43.183,-79.4,ON,-0.8,0,NA,16.1,0,-19.3,0,,,NA,69.2,0,NA,,7,,,NA,546.5,0,6139148,,
2016-02,WATERLOO WELLINGTON 2,43.45,-80.383,ON,,,NA,,,,,23,0,NA,61.5,0,NA,0,12,,,NA,,,6149389,,
2016-02,WAWA A,47.967,-84.786,ON,-11.2,0,NA,3.4,0,-35.8,0,,,NA,,,NA,49,,,,NA,846.4,0,6059407,,
2016-02,WELCOME ISLAND (AUT),48.369,-89.119,ON,-9.3,0,NA,5.6,0,-25.5,0,,,NA,,,NA,,,,,NA,792.2,0,6049443,,
2016-02,WELLAND-PELHAM,42.967,-79.333,ON,-2.2,0,NA,14.4,0,-26.9,0,,,NA,82.6,0,NA,0,12,,,NA,587.1,0,6139449,,
2016-02,WESTERN ISLAND (AUT),45.033,-80.367,ON,-4.6,2,NA,7.2,1,-26.2,2,,,NA,,,NA,,,,,NA,611.2,0,6119M51,,
2016-02,WIARTON A,44.744,-81.109,ON,-4.9,0,NA,7.4,0,-26.6,0,80.3,0,NA,109.1,0,NA,7,17,,,NA,662.8,0,6119499,,
2016-02,WINDSOR A,42.276,-82.955,ON,-1,0,NA,16.9,0,-17.1,0,30.2,0,NA,72.2,0,NA,,9,,,NA,550.2,0,6139527,,
2016-02,WINDSOR RIVERSIDE,42.333,-82.933,ON,0.4,0,NA,17,0,-17,0,23.2,0,NA,64.4,0,NA,0,11,,,NA,510.5,0,6139520,,
2016-02,WOODSTOCK,43.136,-80.771,ON,-0.4,16,4.2,15,16,-19.5,16,8,16,NA,28.4,16,NA,0,4,,,NA,239.4,0,6149625,,
2016-02,WROXETER,43.863,-81.152,ON,,,NA,,,,,38.7,0,NA,81.1,0,NA,0,14,,,NA,,,6129660,,
2016-03,ALGONQUIN PARK EAST GATE,45.533,-78.267,ON,-3.7,0,NA,14.3,0,-35.8,0,,,NA,152.2,0,NA,27,11,,,NA,672.3,0,6080192,,
2016-03,AMHERSTBURG,42.103,-83.094,ON,7.2,13,4.9,20.5,11,-5,13,7,10,NA,120.2,10,NA,0,10,,,NA,193.7,0,6130257,,
2016-03,APPLETON,45.186,-76.113,ON,-1.4,3,NA,14.5,3,-26,3,22.2,3,NA,69.4,3,NA,0,10,,,NA,541.8,0,6100285,,
2016-03,ARMSTRONG (AUT),50.294,-88.905,ON,-6.3,3,NA,12.9,1,-34,3,,,NA,21.3,3,NA,19,3,,,NA,681.3,0,6040325,,
2016-03,ATIKOKAN (AUT),48.761,-91.628,ON,-2.3,2,NA,15.2,2,-30.3,0,,,NA,103.6,7,NA,0,13,,,NA,589,0,6020LPQ,,
2016-03,ATTAWAPISKAT A,52.928,-82.432,ON,-13.2,1,NA,7.9,1,-36,0,,,NA,7.1,1,NA,,2,,,NA,937.2,0,6010400,,
2016-03,BALACLAVA,44.67,-80.777,ON,,,NA,,,,,37.6,10,NA,68.6,10,NA,,8,,,NA,,,6110470,,
2016-03,BALDWIN,44.267,-79.319,ON,0.7,1,NA,18.5,1,-23.5,1,26,2,NA,111.4,1,NA,0,12,,,NA,518.7,0,6110480,,
2016-03,BANCROFT AUTO,45.071,-77.879,ON,-2.1,0,NA,14.4,0,-32.8,0,,,NA,160.3,0,NA,,13,,,NA,621.8,0,616I001,,
2016-03,BARRIE LANDFILL,44.385,-79.736,ON,0.6,11,NA,18,6,-15.5,6,29,6,NA,137.5,6,NA,0,13,,,NA,347.8,0,6110556,,
2016-03,BARRIE-ORO,44.483,-79.55,ON,-0.8,1,NA,15.9,1,-21.5,0,,,NA,167.7,1,NA,2,12,,,NA,564,0,6117700,,
2016-03,BARWICK,48.633,-93.967,ON,-0.7,0,3.7,17,0,-31,0,10.2,0,54,32.4,0,109,0,7,,,NA,578.9,0,6020559,,
2016-03,BEATRICE CLIMATE,45.14,-79.403,ON,-1.5,0,NA,12.7,0,-29.5,0,,,NA,182.3,0,NA,2,14,,,NA,605.3,0,6110607,,
2016-03,BELLEVILLE,44.151,-77.395,ON,1.7,0,2.1,16.5,0,-16,0,5.6,0,25,98.6,0,158,0,14,,,NA,504.5,0,6150689,,
2016-03,BIG TROUT LAKE,53.816,-89.892,ON,-10.7,0,NA,10.6,0,-37.4,0,,,NA,14.6,0,NA,24,3,,,NA,889.1,0,6010740,,
2016-03,BIG TROUT LAKE A,53.818,-89.897,ON,-11.2,2,NA,10.5,2,-36.4,2,,,NA,9,2,NA,,2,,,NA,846.3,0,6010735,,
2016-03,BLACKSTOCK,44.1,-78.833,ON,0.5,0,NA,16,0,-20,0,19.2,0,NA,116.4,0,NA,0,16,,,NA,541,0,6150790,,
2016-03,BONNER LAKE,49.383,-82.124,ON,-7.2,0,NA,11,0,-35,0,23.3,0,NA,42.6,0,NA,43,7,,,NA,780.2,0,6070QK6,,
2016-03,BORDEN AWOS,44.272,-79.912,ON,-0.1,3,NA,17.9,2,-21.2,3,,,NA,84,5,NA,,10,,,NA,506.3,0,611B002,,
2016-03,BRANTFORD AIRPORT,43.138,-80.331,ON,3.7,11,NA,17.2,8,-11.5,6,,,NA,120.8,11,NA,,9,,,NA,286.1,0,6140942,,
2016-03,BROCKVILLE CLIMATE,44.635,-75.748,ON,0.5,2,NA,17.3,1,-22.5,1,,,NA,77.4,2,NA,,11,,,NA,506.2,0,6100970,,
2016-03,BROCKVILLE PCC,44.6,-75.667,ON,0.9,0,1.9,17,0,-18,0,6,0,20,78.1,0,124,0,14,,,NA,530.5,0,6100971,,
2016-03,BURLINGTON PIERS (AUT),43.3,-79.8,ON,3.4,0,NA,18.7,0,-9,0,,,NA,,,NA,,,,,NA,451.2,0,6151061,,
2016-03,CAMERON FALLS (AUT),49.154,-88.345,ON,-3.5,0,NA,13.8,0,-25.6,0,,,NA,20.3,0,NA,0,3,,,NA,667.1,0,6041110,,
2016-03,CARIBOU ISLAND (AUT),47.333,-85.833,ON,0,4,NA,5.8,1,-9.8,3,,,NA,,,NA,,,,,NA,486.7,0,6041222,,
2016-03,CENTREVILLE,44.403,-76.908,ON,0.8,0,2.3,16,0,-21.5,0,11.8,0,46,100.4,0,153,0,12,,,NA,533.6,0,6151309,,
2016-03,CHALK RIVER AECL,46.05,-77.367,ON,-1.8,9,1.1,11,9,-29,9,44.4,9,NA,138.6,9,NA,6,11,,,NA,434.8,0,6101335,,
2016-03,CHAPLEAU A,47.82,-83.347,ON,-4,0,NA,13.5,0,-33.4,0,,,NA,,,NA,15,,,,NA,682.7,0,6061362,,
2016-03,CHATHAM WPCP,42.39,-82.215,ON,5.1,17,3.1,19.5,17,-8,17,4,17,NA,13.2,17,NA,,5,,,NA,181.2,0,6131415,,
2016-03,COBOURG (AUT),43.95,-78.167,ON,-1.5,23,NA,10.9,23,-14.7,21,,,NA,0.7,23,NA,,0,,,NA,155.9,0,6151684,,
2016-03,COBOURG STP,43.967,-78.183,ON,2.3,9,2.7,13,9,-14,9,4,9,NA,95.4,9,NA,0,12,,,NA,346,0,6151689,,
2016-03,COE HILL,44.923,-77.885,ON,-0.9,3,NA,17,3,-29,3,37.8,3,NA,177.2,3,NA,0,13,,,NA,530.4,0,6161740,,
2016-03,COLDWATER WARMINSTER,44.631,-79.539,ON,0.3,17,NA,14,17,-9,17,29.2,17,NA,126.2,17,NA,0,9,,,NA,247.5,0,6111769,,
2016-03,COLLINGWOOD,44.5,-80.217,ON,1.3,1,NA,19.2,1,-13.7,0,,,NA,158.6,1,NA,,13,,,NA,502.2,0,6111792,,
2016-03,CORNWALL,45.016,-74.749,ON,1.6,2,2.6,18,2,-16,2,5,2,NA,62,2,NA,0,11,,,NA,476.9,0,6101874,,
2016-03,COVE ISLAND (AUT),45.333,-81.733,ON,0.4,1,NA,10.2,0,-12.2,1,,,NA,,,NA,,,,,NA,527.2,0,61219J2,,
2016-03,DELHI CS,42.867,-80.55,ON,3.2,1,NA,19.3,1,-12.1,0,,,NA,152.6,1,NA,,14,,,NA,442.9,0,6131983,,
2016-03,DORCHESTER,43.002,-81.033,ON,,,NA,,,,,23,0,NA,168.9,0,NA,0,16,,,NA,,,6142066,,
2016-03,DRUMMOND CENTRE,45.032,-76.253,ON,-0.7,0,1.3,15,0,-26.5,0,23.2,0,88,103.8,0,188,0,13,,,NA,581,0,6102J13,,
2016-03,DRYDEN REGIONAL,49.828,-92.744,ON,-2.6,0,NA,12.7,0,-25.7,0,,,NA,52.5,0,NA,,8,,,NA,638.5,0,6032125,,
2016-03,EAR FALLS (AUT),50.631,-93.221,ON,-3,0,NA,14,0,-27.6,0,,,NA,22.8,0,NA,1,5,,,NA,651.3,0,6012199,,
2016-03,EARLTON A,47.695,-79.849,ON,-5.3,0,NA,12.2,0,-36.6,0,,,NA,,,NA,,,,,NA,723.4,0,6072223,,
2016-03,EARLTON CLIMATE,47.695,-79.849,ON,-5.3,0,NA,12.9,0,-36.5,0,,,NA,66.3,0,NA,3,8,,,NA,722.4,0,6072230,,
2016-03,EGBERT CS,44.233,-79.783,ON,1,2,NA,17.5,1,-15.4,1,,,NA,133.7,2,NA,,15,,,NA,493.9,0,6.11E+03,,
2016-03,ELORA RCS,43.65,-80.417,ON,1,2,NA,15.6,2,-13.4,1,,,NA,140.8,2,NA,,20,,,NA,493.4,0,6142286,,
2016-03,ERIEAU (AUT),42.25,-81.9,ON,3.2,0,NA,12.6,0,-7.3,0,,,NA,,,NA,,,,,NA,459.1,0,613KLLM,,
2016-03,FERGUS MOE,43.702,-80.379,ON,0.7,0,NA,17.5,0,-12,0,15.6,0,NA,121.2,0,NA,0,14,,,NA,535.1,0,6142402,,
2016-03,FERGUS SHAND DAM,43.735,-80.33,ON,1.3,0,3.2,17,0,-14.5,0,20.8,0,91,155,0,260,0,15,,,NA,517.1,0,6142400,,
2016-03,FOLDENS,43.018,-80.781,ON,3.3,0,3.5,18,0,-11.5,0,9.6,0,50,170.6,0,270,0,14,,,NA,455.5,0,6142420,,
2016-03,FORT ERIE,42.883,-78.967,ON,3,7,2.6,17.5,7,-9,7,0,9,NA,69.8,9,NA,0,11,,,NA,359.2,0,6132470,,
2016-03,FORT FRANCES RCS,48.651,-93.439,ON,-1.8,1,NA,15.4,1,-29.4,0,,,NA,67.2,1,NA,1,7,,,NA,592.8,0,6022474,,
